date,value
2022/12/11-21:20:45,1172668
2022/12/11-21:21:00,1172625.8667
2022/12/11-21:21:15,1172352
2022/12/11-21:21:30,1172352
2022/12/11-21:21:45,1172352
2022/12/11-21:22:00,1172352
2022/12/11-21:22:15,1172352
2022/12/11-21:22:30,1172350.9333
2022/12/11-21:22:45,1172348
2022/12/11-21:23:00,1172321.3333
2022/12/11-21:23:15,1172248
2022/12/11-21:23:30,1172248
2022/12/11-21:23:45,1172320.5333
2022/12/11-21:24:00,1172520
2022/12/11-21:24:15,1172520
2022/12/11-21:24:30,1172555.2
2022/12/11-21:24:45,1172652
2022/12/11-21:25:00,1172592
2022/12/11-21:25:15,1172352
2022/12/11-21:25:30,1172352
2022/12/11-21:25:45,1172349.6
2022/12/11-21:26:00,1172340
2022/12/11-21:26:15,1172340
2022/12/11-21:26:30,1172333.6
2022/12/11-21:26:45,1172308
2022/12/11-21:27:00,1172280.8
2022/12/11-21:27:15,1172172
2022/12/11-21:27:30,1172172
2022/12/11-21:27:45,1172152
2022/12/11-21:28:00,1171872
2022/12/11-21:28:15,1171872
2022/12/11-21:28:30,1171933.3333
2022/12/11-21:28:45,1172332
2022/12/11-21:29:00,1172324.5333
2022/12/11-21:29:15,1172276
2022/12/11-21:29:30,1172276
2022/12/11-21:29:45,1172276
2022/12/11-21:30:00,1172276
2022/12/11-21:30:15,1172276
2022/12/11-21:30:30,1172608
2022/12/11-21:30:45,1172608
2022/12/11-21:31:00,1172608
2022/12/11-21:31:15,1171570.1333
2022/12/11-21:31:30,1171496
2022/12/11-21:31:45,1171496
2022/12/11-21:32:00,1171992.5333
2022/12/11-21:32:15,1172028
2022/12/11-21:32:30,1172188.5333
2022/12/11-21:32:45,1172200
2022/12/11-21:33:00,1172200
2022/12/11-21:33:15,1172394.1333
2022/12/11-21:33:30,1172408
2022/12/11-21:33:45,1172408
2022/12/11-21:34:00,1172635.7333
2022/12/11-21:34:15,1172652
2022/12/11-21:34:30,1172652
2022/12/11-21:34:45,1172652
2022/12/11-21:35:00,1172652
2022/12/11-21:35:15,NaN
